"R0","r","K","I0","trough_index","x_in","q_lineage","Q_burnout","P_persistence","cumulative_persistence","burnout_at_this_trough","m_raw","m_used","entry_status","integration_converged","troughs_found","termination_status"
3.32125,0.01,10000,1,4,0.158727291172207,0.999999999974419,0.999999999462806,5.37193622780735e-10,0,0,21.0435391334612,21,"success",TRUE,5,"requested_troughs_found"
3.32125,0.01,10000,1,5,0.179926454248185,0.999999980972642,0.999999600425562,3.99574437781212e-07,0,0,21.0435391334612,21,"success",TRUE,5,"requested_troughs_found"
3.42,0.01,10000,1,1,0.0393431061237376,1,1,0,0,1,20.6901268766458,21,"success",TRUE,5,"requested_troughs_found"
3.42,0.01,10000,1,2,0.0868449704955154,1,1,0,0,0,20.6901268766458,21,"success",TRUE,5,"requested_troughs_found"
3.42,0.01,10000,1,3,0.122744093061645,1,1,0,0,0,20.6901268766458,21,"success",TRUE,5,"requested_troughs_found"
3.42,0.01,10000,1,4,0.149702838635475,0.99999999999427,0.999999999879678,1.20322418688302e-10,0,0,20.6901268766458,21,"success",TRUE,5,"requested_troughs_found"
3.42,0.01,10000,1,5,0.170513580743892,0.999999993591565,0.999999865422876,1.34577124146698e-07,0,0,20.6901268766458,21,"success",TRUE,5,"requested_troughs_found"
3.51875,0.01,10000,1,1,0.0353009216802314,1,1,0,0,1,20.3426833538927,20,"success",TRUE,5,"requested_troughs_found"
3.51875,0.01,10000,1,2,0.0803288006808039,1,1,0,0,0,20.3426833538927,20,"success",TRUE,5,"requested_troughs_found"
3.51875,0.01,10000,1,3,0.115017266797819,1,1,0,0,0,20.3426833538927,20,"success",TRUE,5,"requested_troughs_found"
3.51875,0.01,10000,1,4,0.141316493395763,0.99999999999876,0.999999999975206,2.4793500585637e-11,0,0,20.3426833538927,20,"success",TRUE,5,"requested_troughs_found"
3.51875,0.01,10000,1,5,0.161734969886223,0.999999997901491,0.999999958029822,4.19701776070515e-08,0,0,20.3426833538927,20,"success",TRUE,5,"requested_troughs_found"
3.6175,0.01,10000,1,1,0.0316978559028464,1,1,0,0,1,20.0018244262012,20,"success",TRUE,5,"requested_troughs_found"
3.6175,0.01,10000,1,2,0.0743639038718449,1,1,0,0,0,20.0018244262012,20,"success",TRUE,5,"requested_troughs_found"
3.6175,0.01,10000,1,3,0.107867805692815,1,1,0,0,0,20.0018244262012,20,"success",TRUE,5,"requested_troughs_found"
3.6175,0.01,10000,1,4,0.13351138809002,0.999999999999741,0.999999999994813,5.18696197103595e-12,0,0,20.0018244262012,20,"success",TRUE,5,"requested_troughs_found"
3.6175,0.01,10000,1,5,0.153535412791504,0.999999999331418,0.999999986628354,1.33716459277416e-08,0,0,20.0018244262012,20,"success",TRUE,5,"requested_troughs_found"
3.71625,0.01,10000,1,1,0.0284823211621722,1,1,0,0,1,19.6679862002783,20,"success",TRUE,5,"requested_troughs_found"
3.71625,0.01,10000,1,2,0.0688979637762882,1,1,0,0,0,19.6679862002783,20,"success",TRUE,5,"requested_troughs_found"
3.71625,0.01,10000,1,3,0.101244690987464,1,1,0,0,0,19.6679862002783,20,"success",TRUE,5,"requested_troughs_found"
3.71625,0.01,10000,1,4,0.126238346135841,0.999999999999947,0.999999999998948,1.05249142734412e-12,0,0,19.6679862002783,20,"success",TRUE,5,"requested_troughs_found"
3.71625,0.01,10000,1,5,0.145867068109094,0.999999999792515,0.999999995850306,4.14969391363826e-09,0,0,19.6679862002783,20,"success",TRUE,5,"requested_troughs_found"
3.815,0.01,10000,1,1,0.0256093605884974,1,1,0,0,1,19.3414627024112,19,"success",TRUE,5,"requested_troughs_found"
3.815,0.01,10000,1,2,0.0638792067061593,1,1,0,0,0,19.3414627024112,19,"success",TRUE,5,"requested_troughs_found"
3.815,0.01,10000,1,3,0.0950982777270698,1,1,0,0,0,19.3414627024112,19,"success",TRUE,5,"requested_troughs_found"
3.815,0.01,10000,1,4,0.119449942391931,0.99999999999999,0.999999999999806,1.9406698470446e-13,0,0,19.3414627024112,19,"success",TRUE,5,"requested_troughs_found"
3.815,0.01,10000,1,5,0.138684036203193,0.999999999937282,0.999999998808349,1.19165144351522e-09,0,0,19.3414627024112,19,"success",TRUE,5,"requested_troughs_found"
3.91375,0.01,10000,1,1,0.0230397917789854,1,1,0,0,1,19.0224357225185,19,"success",TRUE,5,"requested_troughs_found"
3.91375,0.01,10000,1,2,0.0592672557671708,1,1,0,0,0,19.0224357225185,19,"success",TRUE,5,"requested_troughs_found"
3.91375,0.01,10000,1,3,0.0893884299870255,1,1,0,0,0,19.0224357225185,19,"success",TRUE,5,"requested_troughs_found"
3.91375,0.01,10000,1,4,0.113106925428479,0.999999999999998,0.999999999999962,3.79696274421797e-14,0,0,19.0224357225185,19,"success",TRUE,5,"requested_troughs_found"
3.91375,0.01,10000,1,5,0.131947748435054,0.999999999981517,0.999999999648819,3.51181084154308e-10,0,0,19.0224357225185,19,"success",TRUE,5,"requested_troughs_found"
4.0125,0.01,10000,1,1,0.0207393593127187,1,1,0,0,1,18.7109985345639,19,"success",TRUE,5,"requested_troughs_found"
4.0125,0.01,10000,1,2,0.0550241259243083,1,1,0,0,0,18.7109985345639,19,"success",TRUE,5,"requested_troughs_found"
4.0125,0.01,10000,1,3,0.0840778187208999,1,1,0,0,0,18.7109985345639,19,"success",TRUE,5,"requested_troughs_found"
4.0125,0.01,10000,1,4,0.107172705281249,1,0.999999999999992,8.43769498715115e-15,0,0,18.7109985345639,19,"success",TRUE,5,"requested_troughs_found"
4.0125,0.01,10000,1,5,0.125623188580433,0.999999999994685,0.999999999899022,1.00978114753902e-10,0,0,18.7109985345639,19,"success",TRUE,5,"requested_troughs_found"
4.11125,0.01,10000,1,1,0.0186780480447709,1,1,0,0,1,18.4071748046526,18,"success",TRUE,5,"requested_troughs_found"
4.11125,0.01,10000,1,2,0.0511165320689672,1,1,0,0,0,18.4071748046526,18,"success",TRUE,5,"requested_troughs_found"
4.11125,0.01,10000,1,3,0.0791333465267053,1,1,0,0,0,18.4071748046526,18,"success",TRUE,5,"requested_troughs_found"
4.11125,0.01,10000,1,4,0.101615037135339,1,1,0,0,0,18.4071748046526,18,"success",TRUE,5,"requested_troughs_found"
